FirstFlrSFLog,SecondFlrSF,ThreeSsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivAreaLog,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotAreaLog,LotConfig,LotFrontageLog,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePriceLog,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
7.45876269238096,0,0,None,3,1Fam,TA,Av,1300,0,GLQ,Unf,1,0,Gd,434,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,660,2,TA,Fin,TA,Attchd,2005,7.45876269238096,0,GasA,Ex,1Story,142,1,Gd,Lvl,Gtl,9.362718052397065,Inside,4.3694478524670215,Reg,0,20,RL,0,None,None,0,1,CollgCr,24,5,7,Y,0,None,CompShg,Gable,Normal,12.468440756144114,WD,0,Pave,7,1734,AllPub,160,2005,2005,2006
6.814542897259958,475,0,None,4,1Fam,TA,No,507,0,Rec,Unf,0,0,TA,403,Y,Artery,Norm,SBrkr,0,Fa,TA,BrkFace,WdSdng,MnPrv,None,0,CBlock,2,Typ,720,2,TA,Unf,TA,Detchd,2000,7.234177179749849,0,GasA,Fa,1_5Fin,143,1,TA,Lvl,Gtl,9.050288983827956,Corner,4.276666119016055,Reg,0,50,RL,0,None,None,0,6,NAmes,0,4,5,Y,0,None,CompShg,Gable,Normal,12.019749091416921,WD,0,Pave,6,910,AllPub,0,1952,1952,2010
7.31455283232408,0,0,None,3,1Fam,TA,Gd,679,0,GLQ,Unf,1,0,Gd,811,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,577,2,TA,RFn,TA,Attchd,1999,7.31455283232408,0,GasA,Ex,1Story,144,1,Gd,Lvl,Gtl,9.243388226022383,Inside,4.3694478524670215,IR1,0,20,RL,183,BrkFace,None,0,6,CollgCr,29,5,7,Y,0,None,CompShg,Gable,Normal,12.225880174775122,WD,0,Pave,6,1490,AllPub,144,1999,1999,2009
7.455298485683291,0,0,None,6,Duplex,TA,No,1332,0,Rec,Unf,1,0,TA,396,Y,RRAe,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,504,2,TA,Unf,TA,Detchd,1963,7.455298485683291,0,GasA,TA,1Story,145,2,TA,Lvl,Gtl,9.116139576577355,Inside,4.2626798770413155,Reg,0,90,RM,336,BrkFace,None,0,11,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Abnorml,11.736077016252437,ConLI,0,Pave,10,1728,AllPub,0,1963,1963,2006
6.878326468291325,739,0,None,3,Twnhs,TA,No,0,0,Unf,Unf,0,0,Gd,970,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Maj1,380,2,TA,Unf,TA,Detchd,2004,7.444248649496705,0,GasA,Ex,2Story,146,1,Gd,Lvl,Gtl,7.833203948641057,Inside,3.2188758248682006,Reg,0,160,RM,50,Stone,None,0,4,Edwards,40,5,6,Y,0,None,CompShg,Gable,Normal,11.775297421715827,WD,0,Pave,7,970,AllPub,0,2004,2006,2006
6.775366090936392,0,0,None,2,1Fam,TA,No,209,0,BLQ,Unf,1,0,TA,506,Y,Norm,Norm,FuseA,0,TA,TA,WdSdng,WdSdng,None,None,0,BrkTil,1,Typ,180,1,TA,Unf,Fa,Detchd,1931,6.775366090936392,0,GasA,TA,1Story,147,1,TA,Lvl,Gtl,8.71948076085107,Corner,3.9512437185814275,Reg,0,30,RM,0,None,None,0,11,BrkSide,0,7,5,Y,0,None,CompShg,Gable,Normal,11.561725152903833,WD,0,Pave,5,715,AllPub,48,1931,1993,2009
6.785587645007929,1151,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,884,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,434,2,TA,Fin,TA,BuiltIn,2001,7.618742377670413,1,GasA,Ex,2Story,148,1,Gd,Lvl,Gtl,9.159678457173955,CulDSac,3.9318256327243257,IR1,0,60,RL,180,BrkFace,None,0,5,Gilbert,48,5,7,Y,0,None,CompShg,Gable,Normal,12.312686874960354,WD,0,Pave,8,884,AllPub,144,2001,2001,2010
6.985641817639208,0,0,None,3,1Fam,TA,No,680,0,GLQ,Unf,1,0,Gd,400,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,0,0,None,None,None,None,2004,6.985641817639208,0,GasA,Ex,1Story,149,1,Gd,Lvl,Gtl,8.922791623969637,Inside,4.1588830833596715,Reg,0,20,RL,120,BrkFace,None,0,4,SawyerW,0,5,7,Y,0,None,CompShg,Gable,Normal,11.856522261533737,WD,0,Pave,6,1080,AllPub,0,2004,2005,2008
6.799055862058796,448,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,896,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,240,1,TA,Unf,Fa,Detchd,1936,7.20414929203594,0,GasA,Gd,1_5Fin,150,1,TA,Lvl,Gtl,8.738895704934043,Inside,4.189654742026425,Reg,0,50,RM,0,None,None,0,4,BrkSide,114,4,5,Y,0,None,CompShg,Gable,Normal,11.652696102959753,WD,0,Pave,7,896,AllPub,200,1936,1950,2006
6.877296071497429,0,0,None,3,1Fam,TA,Av,716,0,BLQ,Unf,0,0,TA,253,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,440,2,TA,Unf,TA,Attchd,1975,6.877296071497429,1,GasA,TA,1Story,151,1,TA,Lvl,Gtl,9.24541789858888,Corner,4.795790545596741,Reg,0,20,RL,0,None,None,0,1,CollgCr,0,6,5,Y,0,None,CompShg,Gable,Normal,11.711784520403112,WD,0,Pave,5,969,AllPub,0,1975,1975,2007
7.444833273892193,0,0,None,2,1Fam,TA,Gd,1400,0,GLQ,Unf,1,0,Ex,310,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,866,3,TA,RFn,TA,Attchd,2007,7.444833273892193,0,GasA,Ex,1Story,152,1,Gd,Lvl,Gtl,9.539068413863964,Inside,4.68213122712422,Reg,0,20,RL,436,Stone,None,0,1,NridgHt,102,5,8,Y,0,None,CompShg,Hip,Partial,12.827731880206521,New,0,Pave,6,1710,AllPub,0,2007,2008,2008
7.001245622069476,896,0,None,4,1Fam,TA,No,416,0,Rec,Unf,0,0,TA,409,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,Gd,1,CBlock,2,Typ,495,2,TA,RFn,TA,Attchd,1971,7.597897950521784,1,GasA,Gd,2Story,153,1,TA,Lvl,Gtl,9.602652693506046,CulDSac,3.9318256327243257,IR1,0,60,RL,252,BrkFace,None,0,6,NWAmes,66,5,6,Y,0,None,CompShg,Gable,Normal,12.154784614286667,WD,0,Pave,8,825,AllPub,0,1971,1971,2006
7.133295954896068,0,0,None,1,1Fam,TA,Gd,429,1080,BLQ,ALQ,1,0,Gd,93,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,None,Gd,1,CBlock,1,Typ,564,2,TA,RFn,TA,Attchd,1960,7.133295954896068,0,GasA,Gd,1Story,154,1,TA,Lvl,Gtl,9.510519035757246,Inside,4.189654742026425,Reg,0,20,RL,0,None,None,0,3,ClearCr,0,7,6,Y,0,None,CompShg,Flat,Normal,12.367345048436391,WD,0,Pave,4,1602,AllPub,409,1960,1975,2008
7.0909098220799835,0,0,None,4,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1200,Y,Norm,Norm,FuseA,228,TA,TA,WdSdng,WdSdng,None,None,0,BrkTil,1,Typ,312,1,Fa,Unf,Fa,Detchd,1923,7.0909098220799835,0,GasA,TA,1Story,155,1,TA,Lvl,Gtl,9.33617975681533,Corner,4.442651256490317,Reg,0,30,RM,0,None,None,0,3,OldTown,0,5,6,Y,0,None,CompShg,Gable,Family,11.736077016252437,WD,0,Pave,7,1200,AllPub,0,1923,1950,2006
6.35088571671474,524,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,572,N,Artery,Norm,FuseF,128,TA,TA,WdSdng,WdSdng,None,None,0,BrkTil,1,Typ,0,0,None,None,None,None,1924,7.00033446027523,0,Grav,Fa,1_5Fin,156,1,TA,Lvl,Gtl,9.169622538697624,Corner,4.110873864173311,Reg,0,50,RL,0,None,None,0,4,Edwards,8,5,6,N,0,None,CompShg,Gable,Normal,11.277215789596893,WD,0,Pave,5,572,AllPub,0,1924,1950,2008
6.947937068614969,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,FuseF,0,TA,TA,WdSdng,WdSdng,None,None,0,CBlock,1,Typ,625,2,TA,Unf,TA,Detchd,1950,6.947937068614969,0,GasA,TA,1Story,157,1,TA,Lvl,Gtl,8.881975184248867,Inside,4.110873864173311,Reg,0,20,RL,0,None,None,0,6,NAmes,0,7,5,Y,0,None,CompShg,Hip,Normal,11.603688960617083,WD,0,Pave,5,0,AllPub,0,1950,1950,2006
6.652863029353347,1194,0,None,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Ex,774,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,680,3,TA,Fin,TA,BuiltIn,2009,7.585281078639126,1,GasA,Ex,2Story,158,1,Ex,Lvl,Gtl,9.392995206560258,Corner,4.532599493153256,Reg,0,60,RL,84,BrkFace,None,0,5,Timber,75,5,8,Y,0,None,CompShg,Gable,Partial,12.504327379899443,New,0,Pave,8,774,AllPub,0,2009,2010,2010
6.899723107284872,956,0,None,3,1Fam,TA,No,222,0,GLQ,Unf,0,0,Gd,769,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,GdWo,Gd,1,PConc,2,Typ,678,2,TA,RFn,TA,Attchd,2004,7.5745584842024805,1,GasA,Ex,2Story,159,1,Gd,Lvl,Gtl,9.437714959818209,Corner,4.61512051684126,Reg,0,60,FV,0,None,None,0,5,Somerst,136,5,7,Y,0,None,CompShg,Gable,Normal,12.448630513463613,WD,0,Pave,8,991,AllPub,0,2004,2005,2010
7.239214973779806,1070,168,None,4,1Fam,TA,Mn,57,0,GLQ,Unf,1,0,Gd,1335,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,576,2,TA,RFn,TA,Attchd,2006,7.809135398120538,1,GasA,Ex,2Story,160,1,Gd,HLS,Gtl,9.87194528452625,Corner,4.90527477843843,IR1,0,60,RL,456,BrkFace,None,0,3,Gilbert,132,5,7,Y,0,None,CompShg,Gable,Partial,12.676079399771027,New,0,Pave,9,1392,AllPub,239,2005,2006,2006
7.117205503164344,0,0,None,3,1Fam,TA,No,660,0,BLQ,Unf,0,0,Gd,572,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,PConc,2,Typ,516,2,TA,Unf,TA,Attchd,1984,7.117205503164344,0,GasA,TA,1Story,161,1,TA,Lvl,Gtl,9.316590491818841,CulDSac,3.9318256327243257,IR1,0,20,RL,0,None,None,0,6,Veenker,0,6,6,Y,0,None,CompShg,Gable,Normal,11.998439434579149,WD,0,Pave,6,1232,AllPub,0,1984,1984,2008
7.360739903058278,1096,0,None,3,1Fam,TA,Av,1016,0,GLQ,Unf,1,0,Ex,556,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,726,3,TA,Fin,TA,BuiltIn,2003,7.889459149404524,1,GasA,Ex,2Story,162,1,Ex,Lvl,Gtl,9.524347869595513,Inside,4.709530201312334,IR1,0,60,RL,664,BrkFace,None,0,3,NridgHt,0,5,9,Y,0,None,CompShg,Gable,Normal,12.929993908996359,WD,0,Pave,10,1572,AllPub,400,2003,2004,2008
7.340835554123275,0,0,None,3,1Fam,TA,Mn,1201,0,BLQ,Unf,0,0,Gd,340,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,532,2,TA,RFn,TA,Attchd,2005,7.340835554123275,0,GasA,Ex,1Story,163,1,Gd,Lvl,Gtl,9.407796816354407,Corner,4.564348191467836,Reg,0,20,RL,226,BrkFace,None,0,5,NridgHt,70,5,7,Y,0,None,CompShg,Gable,Partial,12.301387370778713,New,0,Pave,7,1541,AllPub,0,2005,2005,2010
6.78332520060396,0,0,None,1,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,882,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,0,0,None,None,None,None,1956,6.78332520060396,0,GasA,Ex,1_5Unf,164,1,TA,Lvl,Gtl,8.612685172875459,Inside,4.02535169073515,Reg,0,45,RL,0,None,None,0,4,OldTown,0,6,4,Y,0,None,CompShg,Gable,Normal,11.544433821905134,WD,0,Pave,4,882,AllPub,0,1956,1956,2007
7.047517221357296,467,0,Pave,3,1Fam,TA,Mn,370,0,LwQ,Unf,0,0,TA,779,Y,Norm,Norm,FuseA,183,Gd,TA,MetalSd,MetalSd,None,None,0,BrkTil,2,Typ,216,1,TA,Unf,TA,Detchd,1926,7.388327859577107,0,GasA,Gd,1Story,165,1,Gd,Lvl,Gtl,8.594339400592892,Corner,3.713572066704308,Reg,0,40,RM,0,None,None,0,10,OldTown,0,7,6,Y,0,None,CompShg,Gable,Normal,11.931642378754141,WD,0,Pave,5,1149,AllPub,0,1926,2004,2007
6.695798917058491,547,0,None,4,2fmCon,TA,No,351,181,ALQ,Rec,1,0,TA,112,Y,Norm,Norm,SBrkr,0,Gd,TA,WdSdng,WdSdng,None,None,0,BrkTil,2,Typ,0,0,None,None,None,None,1940,7.212294468500341,0,GasA,Gd,1_5Fin,166,2,TA,Lvl,Gtl,9.220983532074662,Inside,4.143134726391533,Reg,0,190,RL,0,None,None,0,9,Edwards,0,7,5,Y,0,None,CompShg,Gable,Normal,11.755879486687116,WD,0,Pave,6,644,AllPub,140,1940,1999,2008
7.532623618788788,0,0,None,2,1Fam,TA,No,379,768,LwQ,BLQ,1,0,TA,470,Y,Norm,Norm,FuseA,0,TA,Gd,WdSdng,WdSdng,GdWo,Gd,3,CBlock,1,Typ,303,1,TA,Fin,TA,Attchd,1955,7.532623618788788,0,GasA,Ex,1Story,167,1,TA,Lvl,Gtl,9.278839788400875,Inside,4.276666119016055,IR1,0,20,RL,0,None,None,0,11,ClearCr,0,5,5,Y,0,None,CompShg,Hip,Normal,12.154784614286667,COD,142,Pave,7,1617,AllPub,476,1955,1993,2009
7.384610383176974,551,0,None,3,1Fam,TA,No,1288,0,GLQ,Unf,1,0,Ex,294,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,1,Typ,789,3,TA,Fin,TA,Attchd,2007,7.6787889981991535,1,GasA,Ex,2Story,168,1,Ex,Lvl,Gtl,9.265112607823163,Inside,4.465908118654584,Reg,0,60,RL,300,Stone,None,0,11,NridgHt,120,5,8,Y,0,None,CompShg,Gable,Partial,12.693501691489768,New,0,Pave,8,1582,AllPub,178,2007,2007,2007
6.734591659972948,880,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,840,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,440,2,TA,Fin,TA,Attchd,2004,7.450660796211539,1,GasA,Ex,2Story,169,1,Gd,Lvl,Gtl,9.0173622349937,Inside,4.143134726391533,IR1,0,60,RL,0,None,None,0,5,Gilbert,48,5,7,Y,0,None,CompShg,Gable,Normal,12.119975396053194,WD,0,Pave,7,840,AllPub,100,2004,2004,2007
7.443078374348516,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1686,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,CBlock,2,Typ,511,2,TA,RFn,TA,Attchd,1981,7.443078374348516,1,GasA,TA,1Story,170,1,TA,Lvl,Gtl,9.72136597574484,Corner,4.532599493153256,IR1,0,20,RL,653,BrkFace,None,0,1,Timber,64,6,8,Y,0,None,WdShake,Hip,Normal,12.337105293891872,WD,0,Pave,6,1686,AllPub,574,1981,1981,2006
6.75110146893676,0,0,None,2,1Fam,TA,No,360,0,Rec,Unf,0,0,TA,360,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,660,2,TA,Unf,TA,Detchd,1991,7.232010331664759,1,GasA,TA,1_5Fin,171,1,TA,Lvl,Gtl,9.422139821589736,Inside,4.276666119016055,IR1,528,50,RM,0,None,None,0,5,OldTown,0,6,5,Y,0,None,CompShg,Gable,Normal,11.763691965388299,WD,0,Pave,7,720,AllPub,237,1941,1950,2007
7.4127640174265625,0,0,None,3,1Fam,Gd,Gd,639,0,BLQ,Unf,1,0,TA,441,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,None,Gd,2,CBlock,1,Typ,528,2,TA,Fin,TA,Attchd,1960,7.4127640174265625,0,GasA,Fa,1Story,172,1,TA,Lvl,Gtl,10.366309203003638,Corner,4.955827057601261,IR1,0,20,RL,112,Stone,None,0,5,NAmes,62,5,6,P,0,None,CompShg,Hip,Normal,12.278397958261774,WD,0,Pave,7,1080,AllPub,210,1960,1960,2010
6.970730078143525,703,0,None,2,TwnhsE,Gd,No,495,215,GLQ,Rec,1,0,Gd,354,Y,Norm,Norm,SBrkr,0,Gd,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,504,2,TA,RFn,Gd,Attchd,1987,7.477604243197589,0,GasA,Gd,2Story,173,1,Gd,Lvl,Gtl,8.576781982827894,Inside,3.8066624897703196,IR1,0,160,RL,0,None,None,0,6,StoneBr,35,7,7,Y,0,None,CompShg,Gable,Normal,12.384223015005313,WD,0,Pave,5,1064,AllPub,441,1987,1987,2006
7.217443431696533,0,0,None,3,1Fam,TA,No,288,374,ALQ,Rec,1,0,TA,700,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,WdShng,None,TA,1,CBlock,1,Typ,504,2,TA,Unf,TA,Attchd,1961,7.217443431696533,1,GasA,TA,1Story,174,1,TA,Lvl,Gtl,9.2299469016151,Inside,4.394449154672439,IR1,0,20,RL,491,BrkCmn,None,0,6,NAmes,20,5,6,Y,0,None,CompShg,Gable,Normal,12.001511614739405,COD,0,Pave,6,1362,AllPub,0,1961,1961,2008
7.409741954080923,0,0,None,3,1Fam,Fa,No,1398,208,ALQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,Plywood,None,TA,1,CBlock,2,Min2,616,2,TA,Fin,TA,Attchd,1986,7.409741954080923,0,GasA,TA,1Story,175,1,TA,Lvl,Gtl,9.426821780416843,Inside,3.871201010907891,IR1,0,20,RL,132,Stone,None,0,11,Timber,0,5,6,Y,0,None,CompShg,Gable,Normal,12.122696471358964,WD,0,Pave,7,1606,AllPub,192,1986,1986,2008
7.677400430514807,0,0,None,4,1Fam,Gd,Av,477,0,ALQ,Unf,1,0,TA,725,Y,Norm,Norm,SBrkr,39,TA,TA,WdShing,WdShng,MnPrv,Gd,1,CBlock,2,Typ,576,2,TA,Unf,TA,Attchd,1950,7.677400430514807,0,GasA,TA,1Story,176,1,Gd,Lvl,Gtl,9.442721128642875,Corner,4.442651256490317,Reg,0,20,RL,0,None,None,0,6,Edwards,29,7,6,Y,0,None,CompShg,Gable,Normal,12.400820837540556,WD,0,Pave,7,1202,AllPub,0,1950,2001,2007
7.060476365999801,896,0,None,4,1Fam,TA,No,831,0,GLQ,Unf,0,1,Gd,320,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,PConc,2,Typ,521,2,TA,Unf,TA,Attchd,1988,7.630946580890459,1,GasA,TA,2Story,177,1,TA,Lvl,Gtl,9.21333588095598,Corner,4.584967478670572,IR1,0,60,RL,268,BrkFace,None,0,9,ClearCr,228,5,6,Y,0,None,CompShg,Gable,Normal,12.259618151783465,WD,192,Pave,8,1151,AllPub,0,1988,1989,2007
7.133295954896068,668,0,None,4,1Fam,TA,No,57,441,ALQ,BLQ,1,0,TA,554,Y,Norm,Norm,SBrkr,0,Gd,Gd,MetalSd,MetalSd,None,Gd,1,CBlock,2,Typ,451,2,TA,Unf,TA,Attchd,1958,7.560601162768557,0,GasA,Ex,1_5Fin,178,1,Gd,Lvl,Gtl,9.521568058002977,Inside,4.189654742026425,Reg,0,50,RL,0,None,None,0,7,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Normal,12.058158312538197,WD,0,Pave,8,1052,AllPub,0,1958,1958,2006
7.711996507047669,0,0,None,1,1Fam,TA,No,1904,0,GLQ,Unf,1,0,Ex,312,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1166,3,TA,Fin,TA,Attchd,2009,7.711996507047669,0,GasA,Ex,1Story,179,1,Ex,Lvl,Gtl,9.765603845172741,CulDSac,4.1588830833596715,IR1,0,20,RL,748,Stone,None,0,7,StoneBr,60,5,9,Y,0,None,CompShg,Hip,Partial,13.126032637428713,New,0,Pave,9,2216,AllPub,0,2008,2009,2009
6.876264611890766,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,968,Y,Norm,Norm,SBrkr,184,TA,Gd,WdSdng,WdSdng,None,None,0,CBlock,1,Typ,480,2,TA,Unf,Fa,Detchd,1935,6.876264611890766,0,GasA,TA,1Story,180,1,TA,Lvl,Gtl,9.050288983827956,Inside,4.110873864173311,Reg,0,30,RM,0,None,None,0,7,OldTown,0,6,5,N,0,None,CompShg,Gable,Normal,11.51293546492023,WD,0,Pave,5,968,AllPub,0,1923,2006,2007
6.646390514847729,756,0,None,3,Twnhs,TA,No,436,0,GLQ,Unf,0,0,Gd,320,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,440,2,TA,Unf,TA,Detchd,2000,7.330405211844402,1,GasA,Ex,2Story,181,1,Gd,Lvl,Gtl,7.658227526161352,Inside,4.189654742026425,Reg,0,160,FV,456,BrkFace,None,0,6,Somerst,0,5,6,Y,0,None,CompShg,Gable,Normal,12.083910661257521,WD,0,Pave,5,756,AllPub,0,2000,2000,2007
6.804614520062624,901,0,None,4,1Fam,TA,No,352,0,LwQ,Unf,0,0,Fa,441,Y,Norm,Norm,SBrkr,40,TA,TA,Stucco,Stucco,None,Gd,1,BrkTil,1,Typ,216,1,TA,Unf,Fa,Detchd,1920,7.497207223203318,1,GasA,Gd,2Story,182,1,TA,Lvl,Gtl,8.934455109403913,Inside,4.007333185232471,Reg,0,70,RL,0,None,None,0,7,Crawfor,0,6,7,Y,0,None,CompShg,Gable,Normal,12.206577518060588,WD,0,Pave,9,793,AllPub,0,1920,1950,2006
7.201170883281678,0,180,None,3,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Artery,Norm,SBrkr,0,TA,TA,WdSdng,WdSdng,MnPrv,Gd,1,PConc,1,Typ,252,1,TA,RFn,TA,Attchd,1957,7.201170883281678,0,GasA,Ex,1Story,183,1,TA,Lvl,Gtl,9.11173476822206,Inside,4.110873864173311,Reg,0,20,RL,98,BrkFace,None,0,6,Edwards,0,6,5,Y,0,None,CompShg,Hip,Normal,11.695255355062795,WD,0,Pave,7,0,AllPub,116,1957,2006,2007
7.217443431696533,720,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1362,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Mod,484,2,TA,Unf,TA,Detchd,2003,7.641564441260972,1,GasA,Ex,1_5Fin,184,1,Gd,Lvl,Gtl,9.343734255146714,Inside,4.1588830833596715,Reg,0,50,RM,0,None,None,0,6,OldTown,238,5,7,N,0,None,CompShg,Gable,Normal,12.206077645517674,WD,0,Pave,6,1362,AllPub,280,2003,2003,2008
6.842683282238422,316,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,504,Y,RRAn,Feedr,SBrkr,0,TA,TA,AsbShng,Plywood,MnPrv,None,0,PConc,1,Typ,576,2,TA,Unf,TA,Attchd,1986,7.133295954896068,0,GasA,Gd,1_5Fin,185,1,TA,Lvl,Gtl,8.914491710191342,Inside,4.532599493153256,IR1,0,50,RL,0,None,None,0,6,BrkSide,0,8,5,Y,0,None,CompShg,Gable,Normal,11.751950239425476,WD,0,Pave,5,504,AllPub,104,1908,1991,2006
7.325807502595773,1518,0,None,4,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,1107,Y,Artery,Norm,SBrkr,0,Gd,Gd,WdSdng,WdSdng,GdPrv,TA,2,BrkTil,2,Typ,840,3,TA,Unf,Ex,Detchd,1993,8.19118600464279,1,GasA,Ex,2_5Fin,186,1,Ex,Lvl,Gtl,10.041116787524166,Inside,4.51085950651685,IR2,572,75,RM,0,None,None,0,6,OldTown,260,9,10,Y,0,None,WdShngl,Gable,Normal,13.07107218827772,WD,410,Pave,12,1107,AllPub,0,1892,1993,2006
7.1049654482698426,0,0,None,3,1Fam,TA,Av,611,0,GLQ,Unf,1,0,Gd,577,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,None,0,PConc,2,Typ,497,2,TA,Unf,TA,Attchd,1990,7.1049654482698426,0,GasA,Ex,SLvl,187,1,Gd,Lvl,Gtl,9.205126804923296,CulDSac,3.9318256327243257,IR1,0,80,RL,0,None,None,0,6,Mitchel,27,5,7,Y,0,None,CompShg,Gable,Normal,12.06105265381003,WD,0,Pave,6,1188,AllPub,168,1990,1991,2009
6.695798917058491,704,140,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,660,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,2,Min2,180,1,Fa,Unf,Fa,Detchd,1916,7.4127640174265625,1,GasA,Ex,1_5Fin,188,1,TA,Lvl,Gtl,9.250618218474752,Inside,4.110873864173311,Reg,144,50,RL,0,None,None,0,8,OldTown,0,7,5,N,0,None,CompShg,Gable,Normal,11.813037464800539,WD,0,Pave,8,660,AllPub,0,1916,1987,2009
7.110696122978827,0,0,None,2,Duplex,TA,Av,1086,0,GLQ,Unf,2,0,Gd,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,0,Typ,528,2,TA,Unf,TA,Detchd,1979,7.110696122978827,2,GasA,TA,SFoyer,189,2,TA,Bnk,Gtl,8.856376036730422,Inside,4.174387269895637,Reg,0,90,RL,275,Stone,None,0,6,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Alloca,11.940399914116648,WD,0,Pave,6,1086,AllPub,120,1979,1979,2009
